id_trx;no_invoice;total_berat;ongkos_kirim;total_harga;total_harga_beli;kode_user;alamat_penerima;tgl_kirim;id_ekspedisi;jenis_pengiriman;tgl_trx
1486;INV-100001486;3897;108000;2035000;1850000;2965;Jalan V No. 117, Kel Nglarangan (Nlarangan), Kec Kauman, Kab Kabupaten Ponorogo Jawa Timur, 63451;30/05/2019 09.08;3;REG;29/05/2019 22.13
1488;INV-100001488;1303;30000;3454000;3140000;184064;Jalan J No. 32, Kel Banjarsari, Kec Cileles, Kab Kabupaten Lebak Banten, 42353;30/05/2019 09.01;6;REG;29/05/2019 08.32
1490;INV-100001490;1954;54000;3414400;3104000;36421;Jalan B No. 24, Kel Penanggal, Kec Candipuro, Kab Kabupaten Lumajang Jawa Timur, 67373;30/05/2019 09.11;6;REG;29/05/2019 02.55
1492;INV-100001492;3007;108000;2645500;2455000;58633;Jalan X No. 86, Kel Wonotoro, Kec Sukapura, Kab Kabupaten Probolinggo Jawa Timur, 67254;30/05/2019 09.02;3;REG;29/05/2019 23.12
1494;INV-100001494;4900;105000;3465000;3375000;54812;Jalan Y No. 52, Kel Keposong, Kec Musuk, Kab Kabupaten Boyolali Jawa Tengah, 57331;30/05/2019 15.42;2;REG;29/05/2019 11.06
1496;INV-100001496;1540;42000;1442375;1312500;24436;Jalan X No. 85, Kel Cipameungpeuk, Kec Sumedang Selatan, Kab Kabupaten Sumedang Jawa Barat, 45315;31/05/2019 14.52;3;REG;30/05/2019 19.54
1498;INV-100001498;1630;54000;2464000;2240000;157524;Jalan O No. 141, Kel Cukurguling, Kec Lumbang, Kab Kabupaten Pasuruan Jawa Timur, 67183;31/05/2019 09.28;5;REG;30/05/2019 23.39
1500;INV-100001500;1429;42000;2084775;1897500;121709;Jalan B No. 97, Kel Ciluar, Kec Bogor Utara - Kota, Kab Kota Bogor Jawa Barat, 16156;31/05/2019 16.05;3;REG;30/05/2019 02.03
1502;INV-100001502;9052;210000;2417250;2325000;184681;Jalan V No. 94, Kel Cangkuang, Kec Leles, Kab Kabupaten Garut Jawa Barat, 44119;31/05/2019 16.19;6;REG;30/05/2019 10.31
1504;INV-100001504;3930;60000;4045250;3765000;243563;Jalan M No. 113, Kel Cipanas, Kec Cipanas, Kab Kabupaten Lebak Banten, 42372;31/05/2019 10.54;5;REG;30/05/2019 19.24
1506;INV-100001506;1173;42000;3600300;3635500;118948;Jalan T No. 131, Kel Gedong, Kec Banyubiru, Kab Kabupaten Semarang Jawa Tengah, 50664;31/05/2019 13.21;2;REG;30/05/2019 17.18
1508;INV-100001508;1922;42000;5131500;5070000;197754;Jalan K No. 26, Kel Panularan, Kec Laweyan, Kab Kota Surakarta Jawa Tengah, 57149;31/05/2019 16.58;3;REG;30/05/2019 20.58
1510;INV-100001510;1020;54000;2937000;2750000;79588;Jalan Z No. 98, Kel Barurambat Timur, Kec Pademawu, Kab Kabupaten Pamekasan Jawa Timur, 69321;01/06/2019 16.23;3;REG;31/05/2019 08.18
1512;INV-100001512;3739;108000;3382500;3310000;153233;Jalan Z No. 145, Kel Pesantren, Kec Tembelang, Kab Kabupaten Jombang Jawa Timur, 61452;01/06/2019 12.02;5;REG;31/05/2019 01.30
1514;INV-100001514;670;27000;1849650;1721500;265029;Jalan X No. 124, Kel Mergosono, Kec Kedungkandang, Kab Kota Malang Jawa Timur, 65134;01/06/2019 10.16;2;REG;31/05/2019 13.29
1516;INV-100001516;2900;81000;2970000;2750000;251668;Jalan U No. 93, Kel Sukowidi, Kec Kartoharjo (Kertoharjo), Kab Kabupaten Magetan Jawa Timur, 63395;01/06/2019 14.57;6;REG;31/05/2019 08.50
1518;INV-100001518;4530;105000;5786000;5635000;103689;Jalan X No. 46, Kel Karang Malang, Kec Masaran, Kab Kabupaten Sragen Jawa Tengah, 57282;01/06/2019 15.06;4;REG;31/05/2019 09.42
1520;INV-100001520;1507;42000;1960750;1790000;188339;Jalan G No. 50, Kel Ngancar, Kec Giriwoyo, Kab Kabupaten Wonogiri Jawa Tengah, 57675;01/06/2019 16.53;1;REG;31/05/2019 22.46
1522;INV-100001522;5110;126000;5258000;5180000;236428;Jalan O No. 138, Kel Badakarya, Kec Punggelan, Kab Kabupaten Banjarnegara Jawa Tengah, 53462;01/06/2019 09.13;6;REG;31/05/2019 19.28
1524;INV-100001524;784;27000;4532000;4570000;136174;Jalan W No. 84, Kel Grogol, Kec Giri, Kab Kabupaten Banyuwangi Jawa Timur, 68425;02/06/2019 09.24;2;REG;01/06/2019 01.51
1526;INV-100001526;6410;105000;4050750;3875000;168379;Jalan V No. 137, Kel Panunggangan Barat, Kec Cibodas, Kab Kota Tangerang Banten, 15139;02/06/2019 10.46;5;REG;01/06/2019 00.07
1528;INV-100001528;1240;54000;3756500;3415000;40700;Jalan U No. 80, Kel Muarah (Moarah), Kec Klampis, Kab Kabupaten Bangkalan Jawa Timur, 69153;02/06/2019 12.02;4;REG;01/06/2019 07.20
1530;INV-100001530;3397;108000;4158000;3780000;237957;Jalan T No. 77, Kel Bulurejo, Kec Diwek, Kab Kabupaten Jombang Jawa Timur, 61471;02/06/2019 13.05;1;REG;01/06/2019 22.05
1532;INV-100001532;438;27000;3378650;3149000;182872;Jalan Y No. 124, Kel Slamet, Kec Tumpang, Kab Kabupaten Malang Jawa Timur, 65156;04/06/2019 10.57;1;REG;03/06/2019 01.28
1534;INV-100001534;1324;42000;6699000;6740000;238094;Jalan M No. 39, Kel Cimaung, Kec Cimaung, Kab Kabupaten Bandung Jawa Barat, 40374;04/06/2019 10.20;3;REG;03/06/2019 18.21
1536;INV-100001536;5087;162000;4292750;4015000;73107;Jalan O No. 114, Kel Cerme, Kec Pace, Kab Kabupaten Nganjuk Jawa Timur, 64472;04/06/2019 14.52;1;REG;03/06/2019 17.29
1538;INV-100001538;700;21000;2519000;2290000;161188;Jalan H No. 107, Kel Perbutulan, Kec Sumber, Kab Kabupaten Cirebon Jawa Barat, 45613;04/06/2019 14.42;6;REG;03/06/2019 23.16
1540;INV-100001540;4240;135000;2475000;2250000;219563;Jalan P No. 88, Kel Bate, Kec Bangilan, Kab Kabupaten Tuban Jawa Timur, 62364;04/06/2019 14.48;3;REG;03/06/2019 16.13
1542;INV-100001542;822;27000;752400;684000;61338;Jalan E No. 109, Kel Sambonggede, Kec Merakurak, Kab Kabupaten Tuban Jawa Timur, 62355;05/06/2019 13.08;3;REG;04/06/2019 00.28
1544;INV-100001544;3517;84000;503250;457500;117883;Jalan S No. 27, Kel Cilendek Barat, Kec Bogor Barat - Kota, Kab Kota Bogor Jawa Barat, 16112;05/06/2019 12.20;2;REG;04/06/2019 13.12
1546;INV-100001546;1079;42000;2205500;2045000;164242;Jalan T No. 92, Kel Talunombo, Kec Sapuran, Kab Kabupaten Wonosobo Jawa Tengah, 56373;05/06/2019 16.20;1;REG;04/06/2019 19.56
1548;INV-100001548;650;27000;569250;525000;114355;Jalan P No. 128, Kel Tanjung, Kec Kalidawir, Kab Kabupaten Tulungagung Jawa Timur, 66281;05/06/2019 11.09;5;REG;04/06/2019 21.42
1550;INV-100001550;4185;105000;2013000;1850000;40960;Jalan X No. 134, Kel Banjarsari (Banjarsari Kidul), Kec Ajibarang, Kab Kabupaten Banyumas Jawa Tengah, 53163;05/06/2019 10.56;2;REG;04/06/2019 06.27
1552;INV-100001552;685;27000;2673000;2450000;169160;Jalan H No. 61, Kel Kokop, Kec Kokop, Kab Kabupaten Bangkalan Jawa Timur, 69155;06/06/2019 15.51;6;REG;05/06/2019 17.53
1554;INV-100001554;1657;42000;3344000;3080000;21255;Jalan A No. 92, Kel Suroteleng, Kec Selo, Kab Kabupaten Boyolali Jawa Tengah, 57363;06/06/2019 13.36;1;REG;05/06/2019 11.03
1556;INV-100001556;1910;54000;4768500;4660000;234827;Jalan L No. 150, Kel Pepelegi, Kec Waru, Kab Kabupaten Sidoarjo Jawa Timur, 61256;06/06/2019 11.37;5;REG;05/06/2019 08.54
1558;INV-100001558;1080;30000;3256000;3000000;85707;Jalan P No. 73, Kel Cimuncang, Kec Serang, Kab Kota Serang Banten, 42111;06/06/2019 13.34;4;REG;05/06/2019 00.00
1560;INV-100001560;5409;162000;2966150;2825000;147732;Jalan Y No. 137, Kel Tawaran, Kec Kenduruan, Kab Kabupaten Tuban Jawa Timur, 62363;06/06/2019 12.14;1;REG;05/06/2019 13.09
1562;INV-100001562;4450;135000;3520000;3200000;63354;Jalan J No. 28, Kel Gunungan, Kec Dawar Blandong, Kab Kabupaten Mojokerto Jawa Timur, 61354;06/06/2019 14.19;2;REG;05/06/2019 12.32
1564;INV-100001564;1032;42000;5560500;5530000;172230;Jalan R No. 25, Kel Gagasari, Kec Gebang, Kab Kabupaten Cirebon Jawa Barat, 45191;06/06/2019 09.03;1;REG;05/06/2019 11.34
1566;INV-100001566;1700;54000;6435000;5850000;9610;Jalan O No. 20, Kel Wonorejo, Kec Talun, Kab Kabupaten Blitar Jawa Timur, 66183;07/06/2019 09.14;5;REG;06/06/2019 23.05
1568;INV-100001568;1072;42000;1948100;1848500;183548;Jalan J No. 42, Kel Cemplang, Kec Cibungbulang, Kab Kabupaten Bogor Jawa Barat, 16630;07/06/2019 11.13;3;REG;06/06/2019 02.14
1570;INV-100001570;1185;54000;3025825;2977500;258189;Jalan P No. 124, Kel Tasikmadu, Kec Watulimo, Kab Kabupaten Trenggalek Jawa Timur, 66382;07/06/2019 12.15;4;REG;06/06/2019 04.22
1572;INV-100001572;107;15000;185900;169000;114230;Jalan N No. 137, Kel Wirasinga, Kec Mekarjaya, Kab Kabupaten Pandeglang Banten, 42271;07/06/2019 11.31;5;REG;06/06/2019 01.27
1574;INV-100001574;1120;54000;2112000;1920000;234813;Jalan W No. 80, Kel Jombang, Kec Jombang, Kab Kabupaten Jember Jawa Timur, 68168;07/06/2019 10.26;3;REG;06/06/2019 01.22
1576;INV-100001576;710;27000;2992000;2720000;84220;Jalan A No. 76, Kel Pesanggrahan, Kec Laren, Kab Kabupaten Lamongan Jawa Timur, 62262;08/06/2019 13.08;6;REG;07/06/2019 03.07
1578;INV-100001578;859;21000;1732500;1720000;171892;Jalan O No. 67, Kel Kalongan, Kec Purwodadi, Kab Kabupaten Grobogan Jawa Tengah, 58114;08/06/2019 10.46;2;REG;07/06/2019 17.29
1580;INV-100001580;730;21000;6630250;6375000;57089;Jalan F No. 28, Kel Sumberagung, Kec Weleri, Kab Kabupaten Kendal Jawa Tengah, 51355;08/06/2019 10.00;3;REG;07/06/2019 04.40
1582;INV-100001582;1040;54000;2277000;2225000;2127;Jalan O No. 114, Kel Cerme, Kec Pace, Kab Kabupaten Nganjuk Jawa Timur, 64472;08/06/2019 16.48;1;REG;07/06/2019 20.37
1584;INV-100001584;1099;54000;4666750;4575000;145063;Jalan M No. 95, Kel Bayemgede, Kec Kepoh Baru, Kab Kabupaten Bojonegoro Jawa Timur, 62194;08/06/2019 14.21;3;REG;07/06/2019 11.50
1586;INV-100001586;1375;42000;1771000;1610000;81774;Jalan F No. 120, Kel Klitren, Kec Gondokusuman, Kab Kota Yogyakarta DI Yogyakarta, 55222;08/06/2019 10.39;2;REG;07/06/2019 16.40
1588;INV-100001588;2230;63000;8398500;7635000;21388;Jalan D No. 40, Kel Sindangsari, Kec Leles, Kab Kabupaten Cianjur Jawa Barat, 43273;09/06/2019 09.58;6;REG;08/06/2019 02.38
1590;INV-100001590;715;21000;2332000;2120000;39337;Jalan Z No. 34, Kel Karang Asem, Kec Ponjong, Kab Kabupaten Gunung Kidul DI Yogyakarta, 55892;09/06/2019 15.07;3;REG;08/06/2019 23.20
1592;INV-100001592;2385;81000;693000;700000;126482;Jalan E No. 129, Kel Maibit, Kec Rengel, Kab Kabupaten Tuban Jawa Timur, 62371;09/06/2019 11.17;4;REG;08/06/2019 16.46
1594;INV-100001594;1651;54000;5968050;5500500;144626;Jalan S No. 28, Kel Kumpul Rejo, Kec Kapas, Kab Kabupaten Bojonegoro Jawa Timur, 62181;09/06/2019 14.58;3;REG;08/06/2019 16.41
1596;INV-100001596;1280;54000;4169000;3790000;169063;Jalan O No. 39, Kel Deket Kulon, Kec Deket, Kab Kabupaten Lamongan Jawa Timur, 62291;09/06/2019 12.43;4;REG;08/06/2019 05.25
1598;INV-100001598;740;27000;3877500;3850000;201584;Jalan J No. 84, Kel Baureno, Kec Jatirejo, Kab Kabupaten Mojokerto Jawa Timur, 61373;11/06/2019 10.30;5;REG;10/06/2019 09.55
1600;INV-100001600;1055;54000;2587200;2497000;90821;Jalan W No. 108, Kel Mlideg, Kec Kedungadem, Kab Kabupaten Bojonegoro Jawa Timur, 62195;11/06/2019 15.59;3;REG;10/06/2019 00.17
1602;INV-100001602;4527;135000;1174250;1075000;20445;Jalan Z No. 51, Kel Tenggarejo, Kec Tanggung Gunung, Kab Kabupaten Tulungagung Jawa Timur, 66283;11/06/2019 12.24;5;REG;10/06/2019 17.14
1604;INV-100001604;1152;54000;4760250;4495000;179407;Jalan E No. 69, Kel Tenaru, Kec Driyorejo, Kab Kabupaten Gresik Jawa Timur, 61177;11/06/2019 14.45;2;REG;10/06/2019 00.24
1606;INV-100001606;2385;63000;418000;380000;82563;Jalan I No. 94, Kel Sedayu, Kec Sapuran, Kab Kabupaten Wonosobo Jawa Tengah, 56373;11/06/2019 13.53;5;REG;10/06/2019 13.26
1608;INV-100001608;5310;126000;1551275;1452500;44254;Jalan C No. 44, Kel Kadilajo, Kec Karangnongko, Kab Kabupaten Klaten Jawa Tengah, 57483;11/06/2019 09.15;2;REG;10/06/2019 07.24
1610;INV-100001610;1167;42000;2692250;2535000;117815;Jalan S No. 141, Kel Purbayasa, Kec Padamara, Kab Kabupaten Purbalingga Jawa Tengah, 53372;11/06/2019 10.44;6;REG;10/06/2019 17.41
1612;INV-100001612;580;21000;3212000;2920000;7789;Jalan U No. 25, Kel Golat, Kec Panumbangan, Kab Kabupaten Ciamis Jawa Barat, 46263;12/06/2019 14.05;5;REG;11/06/2019 20.53
1614;INV-100001614;277;21000;2211000;2010000;70536;Jalan N No. 67, Kel Cihoe (Cihowe), Kec Ciseeng, Kab Kabupaten Bogor Jawa Barat, 16120;12/06/2019 11.45;3;REG;11/06/2019 16.36
1616;INV-100001616;1490;42000;6079700;5530000;222390;Jalan F No. 140, Kel Mlayang, Kec Sirampog, Kab Kabupaten Brebes Jawa Tengah, 52272;12/06/2019 10.29;2;REG;11/06/2019 22.40
1618;INV-100001618;1185;42000;5450500;5280000;21279;Jalan O No. 111, Kel Cimaranten, Kec Cipicung, Kab Kabupaten Kuningan Jawa Barat, 45592;12/06/2019 11.54;6;REG;11/06/2019 02.04
1620;INV-100001620;1194;42000;2062500;1875000;259828;Jalan H No. 24, Kel Cibadak, Kec Tanjungsari, Kab Kabupaten Bogor Jawa Barat, 16840;12/06/2019 09.46;2;REG;11/06/2019 20.49
1622;INV-100001622;1085;54000;4037000;3710000;45497;Jalan U No. 20, Kel Cendono, Kec Purwosari, Kab Kabupaten Pasuruan Jawa Timur, 67162;12/06/2019 09.50;3;REG;11/06/2019 01.23
1624;INV-100001624;740;27000;3877500;3850000;70675;Jalan P No. 128, Kel Tanjung, Kec Kalidawir, Kab Kabupaten Tulungagung Jawa Timur, 66281;12/06/2019 16.13;4;REG;11/06/2019 02.29
1626;INV-100001626;1165;42000;1870000;1700000;235789;Jalan Q No. 90, Kel Mojoluhur, Kec Jaken, Kab Kabupaten Pati Jawa Tengah, 59184;13/06/2019 16.45;3;REG;12/06/2019 10.13
1628;INV-100001628;3580;60000;1072500;1050000;136689;Jalan D No. 35, Kel Pete, Kec Tigaraksa, Kab Kabupaten Tangerang Banten, 15720;13/06/2019 13.28;6;REG;12/06/2019 19.28
1630;INV-100001630;492;27000;1842500;1675000;145326;Jalan L No. 61, Kel Tampojung Tenggina, Kec Waru, Kab Kabupaten Pamekasan Jawa Timur, 69353;13/06/2019 14.12;2;REG;12/06/2019 08.24
1632;INV-100001632;7050;168000;4950000;5000000;26029;Jalan H No. 40, Kel Mangkalaya, Kec Gunungguruh, Kab Kabupaten Sukabumi Jawa Barat, 43156;13/06/2019 14.46;5;REG;12/06/2019 05.37
1634;INV-100001634;9592;210000;1826000;1700000;12038;Jalan K No. 101, Kel Sidomulyo, Kec Gunungwungkal, Kab Kabupaten Pati Jawa Tengah, 59156;13/06/2019 12.53;5;REG;12/06/2019 19.52
1636;INV-100001636;1728;30000;4394500;4070000;198655;Jalan J No. 36, Kel Cikadongdong, Kec Cikeusik, Kab Kabupaten Pandeglang Banten, 42286;14/06/2019 13.02;5;REG;13/06/2019 13.36
1638;INV-100001638;1180;42000;1826000;1735000;46583;Jalan F No. 20, Kel Cilembu, Kec Pamulihan, Kab Kabupaten Sumedang Jawa Barat, 45365;14/06/2019 16.13;4;REG;13/06/2019 22.38
1640;INV-100001640;799;21000;1727000;1570000;18710;Jalan Q No. 36, Kel Ciranggon, Kec Majalaya, Kab Kabupaten Karawang Jawa Barat, 41371;14/06/2019 09.16;2;REG;13/06/2019 02.46
1642;INV-100001642;1089;54000;1641750;1500000;126155;Jalan N No. 108, Kel Terusan, Kec Gedeg, Kab Kabupaten Mojokerto Jawa Timur, 61351;14/06/2019 15.54;2;REG;13/06/2019 10.08
1644;INV-100001644;5185;162000;1837000;1670000;181035;Jalan W No. 65, Kel Betet, Kec Pesantren, Kab Kota Kediri Jawa Timur, 64134;14/06/2019 12.46;1;REG;13/06/2019 09.01
1646;INV-100001646;2037;81000;2953500;2885000;163788;Jalan P No. 89, Kel Suren, Kec Mlarak, Kab Kabupaten Ponorogo Jawa Timur, 63472;14/06/2019 11.43;4;REG;13/06/2019 08.30
1648;INV-100001648;5203;162000;2090000;1900000;200081;Jalan K No. 118, Kel Milangasri, Kec Panekan, Kab Kabupaten Magetan Jawa Timur, 63352;14/06/2019 09.06;3;REG;13/06/2019 20.22
1650;INV-100001650;3830;84000;4042500;4000000;30684;Jalan W No. 111, Kel Madusari, Kec Wanareja, Kab Kabupaten Cilacap Jawa Tengah, 53265;15/06/2019 14.24;3;REG;14/06/2019 09.28
1652;INV-100001652;4039;105000;1718750;1637500;136388;Jalan N No. 38, Kel Mewek, Kec Kalimanah, Kab Kabupaten Purbalingga Jawa Tengah, 53371;15/06/2019 09.50;1;REG;14/06/2019 11.17
1654;INV-100001654;1097;42000;933900;849000;221117;Jalan M No. 140, Kel Padurenan, Kec Gunung Sindur, Kab Kabupaten Bogor Jawa Barat, 16340;15/06/2019 14.16;1;REG;14/06/2019 22.53
1656;INV-100001656;3797;108000;1497375;1362500;207532;Jalan N No. 106, Kel Batangsaren, Kec Kauman, Kab Kabupaten Tulungagung Jawa Timur, 66261;15/06/2019 16.32;1;REG;14/06/2019 05.04
1658;INV-100001658;2770;63000;3894000;3540000;177256;Jalan K No. 130, Kel Ciparanti, Kec Cimerak, Kab Kabupaten Pangandaran Jawa Barat, 46395;15/06/2019 11.19;3;REG;14/06/2019 04.20
1660;INV-100001660;4899;105000;3311000;3010000;243693;Jalan C No. 45, Kel Kemiri Kidul, Kec Kemiri, Kab Kabupaten Purworejo Jawa Tengah, 54262;15/06/2019 11.01;3;REG;14/06/2019 06.22
1662;INV-100001662;1557;42000;2189000;2030000;213505;Jalan R No. 99, Kel Limbangan Kulon, Kec Brebes, Kab Kabupaten Brebes Jawa Tengah, 52219;15/06/2019 10.55;6;REG;14/06/2019 05.58
1664;INV-100001664;1808;30000;4972000;4520000;111831;Jalan J No. 119, Kel Kenanga, Kec Cipondoh, Kab Kota Tangerang Banten, 15146;15/06/2019 16.31;2;REG;14/06/2019 13.46
1666;INV-100001666;1504;54000;2717000;2510000;127290;Jalan Q No. 38, Kel Sumberwono, Kec Bangsal, Kab Kabupaten Mojokerto Jawa Timur, 61381;16/06/2019 12.12;4;REG;15/06/2019 22.18
1668;INV-100001668;5480;126000;5654000;5340000;72130;Jalan C No. 29, Kel Keseneng, Kec Purworejo, Kab Kabupaten Purworejo Jawa Tengah, 54119;16/06/2019 09.16;1;REG;15/06/2019 16.10
1670;INV-100001670;778;15000;1254000;1140000;140714;Jalan M No. 87, Kel Sukawana, Kec Curug, Kab Kota Serang Banten, 42171;16/06/2019 13.07;4;REG;15/06/2019 03.22
1672;INV-100001672;1297;42000;5425750;5265000;209365;Jalan K No. 32, Kel Mandalahayu, Kec Salopa, Kab Kabupaten Tasikmalaya Jawa Barat, 46192;16/06/2019 12.50;4;REG;15/06/2019 02.05
1674;INV-100001674;3272;84000;2384800;2168000;176099;Jalan D No. 126, Kel Krangganharjo, Kec Toroh, Kab Kabupaten Grobogan Jawa Tengah, 58171;16/06/2019 11.07;2;REG;15/06/2019 00.46
1676;INV-100001676;900;27000;3921500;3640000;163510;Jalan H No. 98, Kel Prayungan, Kec Sawoo, Kab Kabupaten Ponorogo Jawa Timur, 63475;16/06/2019 10.40;2;REG;15/06/2019 14.32
1678;INV-100001678;2152;63000;4928000;4480000;171955;Jalan B No. 89, Kel Langgenharjo, Kec Margoyoso, Kab Kabupaten Pati Jawa Tengah, 59154;18/06/2019 16.56;5;REG;17/06/2019 21.22
1680;INV-100001680;1329;54000;3994100;3638500;216285;Jalan I No. 128, Kel Bandaran, Kec Kedungjajang, Kab Kabupaten Lumajang Jawa Timur, 67358;18/06/2019 09.52;6;REG;17/06/2019 11.39
1682;INV-100001682;330;27000;2409000;2190000;246785;Jalan Z No. 45, Kel Selosari, Kec Magetan, Kab Kabupaten Magetan Jawa Timur, 63313;18/06/2019 10.34;6;REG;17/06/2019 14.39
1684;INV-100001684;1353;42000;4548500;4510000;85842;Jalan A No. 65, Kel Plana, Kec Somagede, Kab Kabupaten Banyumas Jawa Tengah, 53193;18/06/2019 16.49;4;REG;17/06/2019 12.57
1686;INV-100001686;3422;108000;3841750;3565000;68304;Jalan C No. 111, Kel Pagerluyung, Kec Gedeg, Kab Kabupaten Mojokerto Jawa Timur, 61351;18/06/2019 16.41;6;REG;17/06/2019 02.27
1688;INV-100001688;347;21000;2208250;2085000;25136;Jalan K No. 128, Kel Kupen, Kec Pringsurat, Kab Kabupaten Temanggung Jawa Tengah, 56272;18/06/2019 16.47;5;REG;17/06/2019 02.46
1690;INV-100001690;2255;63000;8258250;8035000;167872;Jalan A No. 31, Kel Sengon, Kec Subah, Kab Kabupaten Batang Jawa Tengah, 51262;18/06/2019 15.53;1;REG;17/06/2019 09.56
1692;INV-100001692;976;27000;3066525;2789500;59691;Jalan V No. 59, Kel Bader, Kec Jatirogo, Kab Kabupaten Tuban Jawa Timur, 62362;19/06/2019 13.17;2;REG;18/06/2019 13.41
1694;INV-100001694;5700;126000;4675000;4250000;168151;Jalan R No. 37, Kel Batu Tulis, Kec Nanggung, Kab Kabupaten Bogor Jawa Barat, 16650;19/06/2019 12.17;1;REG;18/06/2019 12.20
1696;INV-100001696;5337;126000;1914000;1740000;195244;Jalan T No. 139, Kel Padamulya, Kec Maleber, Kab Kabupaten Kuningan Jawa Barat, 45575;19/06/2019 10.42;1;REG;18/06/2019 04.17
1698;INV-100001698;2172;63000;10477500;9850000;62348;Jalan I No. 116, Kel Balekambang, Kec Jonggol, Kab Kabupaten Bogor Jawa Barat, 16830;19/06/2019 10.15;1;REG;18/06/2019 10.07
1700;INV-100001700;124;21000;338250;307500;249611;Jalan A No. 143, Kel Ujung-Ujung, Kec Pabelan, Kab Kabupaten Semarang Jawa Tengah, 50771;19/06/2019 09.29;6;REG;18/06/2019 11.11
1702;INV-100001702;832;27000;1149500;1045000;6209;Jalan I No. 136, Kel Kradenan (Kradinan), Kec Jetis, Kab Kabupaten Ponorogo Jawa Timur, 63473;20/06/2019 13.28;3;REG;19/06/2019 06.32
1704;INV-100001704;2400;81000;7892500;7700000;252074;Jalan Q No. 119, Kel Duwel, Kec Kedungadem, Kab Kabupaten Bojonegoro Jawa Timur, 62195;20/06/2019 10.01;5;REG;19/06/2019 15.30
1706;INV-100001706;1792;54000;3787300;3443000;188791;Jalan C No. 107, Kel Terung, Kec Panekan, Kab Kabupaten Magetan Jawa Timur, 63352;20/06/2019 16.24;6;REG;19/06/2019 06.32
1708;INV-100001708;970;21000;1570250;1515000;99710;Jalan B No. 44, Kel Jimbar, Kec Pracimantoro, Kab Kabupaten Wonogiri Jawa Tengah, 57664;20/06/2019 11.00;4;REG;19/06/2019 21.52
1710;INV-100001710;1522;42000;3900600;3923500;178839;Jalan G No. 56, Kel Bambankerep, Kec Ngaliyan, Kab Kota Semarang Jawa Tengah, 50211;20/06/2019 12.36;1;REG;19/06/2019 21.57
1712;INV-100001712;4082;135000;3564000;3240000;102396;Jalan T No. 102, Kel Putat Gede, Kec Sukomanunggal, Kab Kota Surabaya Jawa Timur, 60189;20/06/2019 15.46;1;REG;19/06/2019 20.34
1714;INV-100001714;4545;135000;1272700;1282000;79141;Jalan V No. 51, Kel Kedukbembem, Kec Mantup, Kab Kabupaten Lamongan Jawa Timur, 62283;20/06/2019 09.02;2;REG;19/06/2019 18.13
1716;INV-100001716;390;27000;3080000;2800000;79403;Jalan Z No. 98, Kel Sumber Anyar, Kec Maesan, Kab Kabupaten Bondowoso Jawa Timur, 68262;21/06/2019 15.11;6;REG;20/06/2019 21.09
1718;INV-100001718;5717;126000;4342250;4185000;32952;Jalan Z No. 81, Kel Karangsalam, Kec Kemranjen, Kab Kabupaten Banyumas Jawa Tengah, 53194;21/06/2019 14.38;1;REG;20/06/2019 12.15
1720;INV-100001720;1197;54000;3987500;3625000;151884;Jalan D No. 58, Kel Tiru Kidul, Kec Gurah, Kab Kabupaten Kediri Jawa Timur, 64181;21/06/2019 10.02;2;REG;20/06/2019 16.09
1722;INV-100001722;2430;63000;891000;900000;77911;Jalan E No. 101, Kel Tajur, Kec Bogor Timur - Kota, Kab Kota Bogor Jawa Barat, 16141;21/06/2019 09.27;5;REG;20/06/2019 23.23
1724;INV-100001724;3020;84000;2560250;2350000;80288;Jalan L No. 83, Kel Segeran Kidul, Kec Juntinyuat, Kab Kabupaten Indramayu Jawa Barat, 45282;21/06/2019 10.59;2;REG;20/06/2019 07.38
1726;INV-100001726;3523;108000;5544825;5467500;143335;Jalan Y No. 127, Kel Rongdalem (Rongdalam), Kec Omben, Kab Kabupaten Sampang Jawa Timur, 69291;21/06/2019 16.24;5;REG;20/06/2019 06.17
1728;INV-100001728;5030;126000;4009500;3720000;240230;Jalan N No. 146, Kel Cibanggala, Kec Campaka Mulya, Kab Kabupaten Cianjur Jawa Barat, 43269;22/06/2019 11.01;3;REG;21/06/2019 18.31
1730;INV-100001730;1060;54000;2701325;2457500;84369;Jalan K No. 86, Kel Grogol, Kec Grogol, Kab Kabupaten Kediri Jawa Timur, 64151;22/06/2019 15.51;4;REG;21/06/2019 19.49
1732;INV-100001732;920;21000;3234000;2940000;41844;Jalan S No. 142, Kel Pengkol, Kec Jatiroto, Kab Kabupaten Wonogiri Jawa Tengah, 57692;22/06/2019 16.43;5;REG;21/06/2019 17.20
1734;INV-100001734;5185;126000;3305500;3330000;81735;Jalan W No. 106, Kel Sumurkidang, Kec Bantarbolang, Kab Kabupaten Pemalang Jawa Tengah, 52352;22/06/2019 16.22;1;REG;21/06/2019 17.24
1736;INV-100001736;702;21000;3074500;3070000;161577;Jalan Z No. 127, Kel Nanggalamekar, Kec Ciranjang, Kab Kabupaten Cianjur Jawa Barat, 43282;22/06/2019 13.35;1;REG;21/06/2019 00.51
1738;INV-100001738;730;21000;3613500;3650000;144377;Jalan E No. 88, Kel Jaya Laksana, Kec Cabangbungin, Kab Kabupaten Bekasi Jawa Barat, 17720;23/06/2019 10.51;4;REG;22/06/2019 02.10
1740;INV-100001740;940;15000;990000;900000;4041;Jalan C No. 130, Kel Perigi Baru, Kec Pondok Aren, Kab Kota Tangerang Selatan Banten, 15228;23/06/2019 12.20;6;REG;22/06/2019 05.39
